timestamp,elapsed_s,cwnd,ssthresh,rtt,rttvar,retrans,bytes_sent,bytes_acked,send_rate,unacked,snd_wnd
2333.928,52.569,749,749,905.109,0.322,433,61422712,59712624,9.6Mbps,748,
2334.028,52.669,750,749,907.429,0.076,433,61545792,59832808,9.6Mbps,750,
2334.128,52.769,752,749,907.626,0.359,433,61667424,59951544,9.6Mbps,752,
2334.228,52.869,754,749,907.585,0.392,433,61789056,60070280,9.6Mbps,754,
2334.328,52.970,756,749,907.493,0.146,433,61912136,60191912,9.7Mbps,755,
2334.428,53.070,759,749,907.512,0.219,433,62036664,60310648,9.7Mbps,759,
2334.528,53.170,762,749,907.571,0.302,433,62158296,60429384,9.7Mbps,761,
2334.628,53.270,766,749,907.412,0.037,433,62285720,60551016,9.8Mbps,765,
2334.729,53.370,769,749,907.634,0.41,433,62410248,60669752,9.8Mbps,769,
2334.829,53.470,773,749,907.351,0.034,433,62534776,60788488,9.9Mbps,773,
2334.929,53.570,777,749,907.89,0.807,433,62660752,60910120,9.9Mbps,776,
2335.029,53.670,780,749,909.604,0.201,433,62783832,61027408,9.9Mbps,780,
2335.129,53.771,784,749,913.288,0.179,433,62911256,61149040,9.9Mbps,784,
2335.229,53.871,788,749,915.629,0.245,433,63035784,61267776,10.0Mbps,788,
2335.329,53.971,792,749,919.22,1.343,433,63160312,61386512,10.0Mbps,792,
2335.429,54.071,796,749,922.662,0.602,433,63284840,61505248,10.0Mbps,796,
2335.529,54.171,800,749,927.096,1.09,433,63412264,61626880,10.0Mbps,800,
2335.630,54.271,804,749,930.602,1.009,433,63536792,61745616,10.0Mbps,804,
2335.730,54.371,808,749,934.17,0.786,433,63662768,61865800,10.0Mbps,808,
2335.830,54.471,812,749,938.922,1.326,433,63787296,61984536,10.0Mbps,812,
2335.930,54.572,815,749,943.254,0.696,433,63911824,62104720,10.0Mbps,815,
2336.030,54.672,819,749,946.647,0.982,433,64036352,62224904,10.0Mbps,818,
2336.130,54.772,823,749,951.431,1,433,64162328,62343640,10.0Mbps,823,
2336.230,54.872,826,749,955.878,1.205,433,64288304,62465272,10.0Mbps,826,
2336.331,54.972,830,749,959.837,0.864,433,64409936,62582560,10.0Mbps,829,
2336.431,55.072,833,749,963.999,0.321,433,64537360,62704192,10.0Mbps,833,
2336.531,55.172,837,749,968.852,0.363,433,64661888,62822928,10.0Mbps,837,
2336.631,55.272,840,749,973.618,0.503,433,64783520,62941664,10.0Mbps,839,
2336.731,55.373,843,749,978.423,0.668,433,64910944,63063296,10.0Mbps,843,
2336.831,55.473,846,749,982.961,0.987,433,65034024,63182032,10.0Mbps,846,
2336.931,55.573,849,749,986.898,0.605,433,65158552,63302216,10.0Mbps,849,
2337.031,55.673,852,749,991.021,0.879,433,65280184,63420952,10.0Mbps,851,
2337.131,55.773,855,749,996.089,1.309,433,65406160,63541136,9.9Mbps,855,
2337.232,55.873,858,749,999.392,0.656,433,65529240,63661320,9.9Mbps,857,
2337.332,55.973,860,749,1003.73,0.897,433,65652320,63780056,9.9Mbps,860,
2337.432,56.073,863,749,1008.08,1.155,433,65775400,63898792,9.9Mbps,863,
2337.532,56.174,866,749,1011.46,0.089,433,65899928,64020424,9.9Mbps,865,
2337.632,56.274,868,749,1015.97,0.86,433,66021560,64139160,9.9Mbps,867,
2337.732,56.374,870,749,1019.6,0.646,433,66144640,64257896,9.9Mbps,870,
2337.832,56.474,873,749,1023.11,0.758,433,66267720,64378080,9.9Mbps,872,
2337.932,56.574,875,749,1026.16,0.316,433,66392248,64499712,9.9Mbps,874,
2338.033,56.674,877,749,1030.47,0.979,433,66515328,64618448,9.9Mbps,877,
2338.133,56.774,879,749,1033.22,0.174,433,66636960,64737184,9.9Mbps,879,
2338.233,56.874,881,749,1036.69,1.38,433,66758592,64857368,9.8Mbps,880,
2338.333,56.975,882,749,1040.07,0.748,433,66880224,64976104,9.8Mbps,882,
2338.433,57.075,884,749,1043.48,1.2,433,67001856,65096288,9.8Mbps,883,
2338.533,57.175,886,749,1046.35,0.964,433,67126384,65216472,9.8Mbps,886,
2338.633,57.275,887,749,1049.15,1.314,433,67246568,65335208,9.8Mbps,887,
2338.733,57.375,889,749,1052.14,0.893,433,67368200,65455392,9.8Mbps,888,
2338.834,57.475,890,749,1054.9,0.445,433,67489832,65574128,9.8Mbps,890,
2338.934,57.575,892,749,1056.96,0.706,433,67614360,65695760,9.8Mbps,892,
2339.034,57.675,893,749,1059.02,0.5,433,67733096,65814496,9.8Mbps,892,
2339.134,57.776,894,749,1061.76,0.881,433,67857624,65936128,9.8Mbps,894,
2339.234,57.876,895,749,1064.72,0.194,433,67976360,66054864,9.7Mbps,894,
2339.334,57.976,897,749,1066.77,0.655,433,68099440,66175048,9.7Mbps,896,
2339.434,58.076,898,749,1068.87,0.666,433,68221072,66293784,9.7Mbps,898,
2339.534,58.176,899,749,1070.45,1.23,433,68339808,66412520,9.7Mbps,898,
2339.635,58.276,900,749,1072.19,0.369,433,68464336,66534152,9.7Mbps,900,
2339.735,58.376,900,749,1075.15,0.894,433,68583072,66652888,9.7Mbps,900,
2339.835,58.476,901,749,1076.14,0.612,433,68703256,66771624,9.7Mbps,901,
2339.935,58.577,902,749,1078.54,0.681,433,68823440,66891808,9.7Mbps,901,
2340.035,58.677,903,749,1080.27,0.339,433,68943624,67010544,9.7Mbps,902,
2340.135,58.777,903,749,1080.46,0.03,433,69065256,67132176,9.7Mbps,902,
2340.235,58.877,904,749,1083.08,0.294,433,69188336,67252360,9.7Mbps,904,
2340.335,58.977,904,749,1084.12,1.293,433,69305624,67369648,9.7Mbps,904,
2340.436,59.077,905,749,1085.6,0.304,433,69428704,67491280,9.7Mbps,905,
2340.536,59.177,905,749,1087.34,1.052,433,69545992,67610016,9.6Mbps,904,
2340.636,59.277,906,749,1088,0.025,433,69669072,67730200,9.6Mbps,906,
2340.736,59.378,906,749,1089.31,1.212,433,69787808,67848936,9.6Mbps,906,
2340.836,59.478,906,749,1090.42,0.06,433,69906544,67967672,9.6Mbps,906,
2340.936,59.578,907,749,1091.39,0.455,433,70028176,68087856,9.6Mbps,907,
2341.036,59.678,907,749,1092.71,0.131,433,70148360,68208040,9.6Mbps,907,
2341.136,59.778,907,749,1093.05,0.442,433,70269992,68329672,9.6Mbps,907,
2341.237,59.878,908,749,1092.9,0.138,433,70387280,68446960,9.6Mbps,907,
2341.337,59.978,908,749,1095.2,0.393,433,70508912,68567144,9.6Mbps,908,
