timestamp,elapsed_s,bytes_this_interval,goodput_mbps,total_bytes
53662.520,1.0,786432,6.2160,786432
53663.536,2.0,1376256,10.8352,2162688
53664.578,3.1,1245184,9.5636,3407872
53665.619,4.1,1245184,9.5617,4653056
53666.661,5.2,1245184,9.5629,5898240
53667.715,6.2,1245184,9.4531,7143424
53668.758,7.2,1245184,9.5523,8388608
53670.014,8.5,655360,4.1741,9043968
53671.998,10.5,589824,2.3782,9633792
53678.515,17.0,458752,0.5631,10092544
