timestamp,elapsed_s,peer_ip,peer_port,role,cwnd,ssthresh,rtt,rttvar,retrans,bytes_sent,bytes_acked,send_rate,unacked,snd_wnd
53533.637,34.147,10.0.0.2,47854,honest,121,94,144.668,0.207,22,37926016,37718952,9688832bps,121,
53533.737,34.247,10.0.0.2,47854,honest,122,94,146.339,0.271,22,38046200,37837688,9657357bps,122,
53533.837,34.347,10.0.0.2,47854,honest,123,94,147.153,0.643,22,38167832,37957872,9682657bps,123,
53533.937,34.447,10.0.0.2,47854,honest,124,94,147.452,0.508,22,38286568,38076608,9741584bps,123,
53534.037,34.547,10.0.0.2,47854,honest,125,94,149.215,0.372,22,38408200,38195344,9704118bps,125,
53534.137,34.648,10.0.0.2,47854,honest,126,94,149.158,0.322,22,38529832,38316976,9785489bps,125,
53534.237,34.748,10.0.0.2,47854,honest,127,94,151.432,0.045,22,38651464,38435712,9715040bps,127,
53534.337,34.848,10.0.0.2,47854,honest,129,94,152.682,1.326,22,38774544,38555896,9787244bps,129,
53534.438,34.948,10.0.0.2,47854,honest,130,94,154.091,0.497,22,38893280,38674632,9772926bps,129,
53534.538,35.048,10.0.0.2,47854,honest,131,94,156.111,0.218,22,39016360,38794816,9720673bps,131,
53534.638,35.148,10.0.0.2,47854,honest,133,94,156.24,0.057,22,39139440,38915000,9860932bps,133,
53534.738,35.248,10.0.0.2,47854,honest,134,94,158.657,0.018,22,39258176,39033736,9783722bps,133,
53534.838,35.348,10.0.0.2,47854,honest,136,94,161.001,0.229,22,39384152,39155368,9785181bps,136,
53534.938,35.448,10.0.0.2,47854,honest,135,96,161.088,0.294,24,39502888,39263968,9707986bps,141,
53535.038,35.548,10.0.0.2,47854,honest,109,96,161.621,0.642,25,39586872,39263968,7812450bps,198,
53535.138,35.649,10.0.0.2,47854,honest,96,96,146.112,2.713,27,39691128,39397184,7611038bps,176,
53535.238,35.749,10.0.0.2,47854,honest,96,96,116.477,0.254,27,39809864,39631760,9547499bps,96,
53535.339,35.849,10.0.0.2,47854,honest,99,96,116.27,0.032,27,39934392,39753392,9863387bps,98,
53535.439,35.949,10.0.0.2,47854,honest,102,96,118.334,0.6,27,40057472,39872128,9985025bps,101,
53535.539,36.049,10.0.0.2,47854,honest,104,96,121.658,0.848,27,40180552,39990864,9902645bps,104,
53535.639,36.149,10.0.0.2,47854,honest,107,96,124.62,0.262,27,40305080,40112496,9946140bps,106,
53535.739,36.249,10.0.0.2,47854,honest,109,96,127.743,1.213,27,40428160,40231232,9884346bps,109,
53535.839,36.349,10.0.0.2,47854,honest,111,96,130.485,0.569,27,40551240,40351416,9854190bps,111,
53535.939,36.450,10.0.0.2,47854,honest,113,96,132.201,0.34,27,40672872,40470152,9901529bps,113,
53536.039,36.550,10.0.0.2,47854,honest,114,96,135.342,0.482,27,40795952,40591784,9757326bps,114,
53536.140,36.650,10.0.0.2,47854,honest,116,96,137.221,0.629,27,40917584,40710520,9792554bps,116,
53536.240,36.750,10.0.0.2,47854,honest,118,96,139.265,0.075,27,41037768,40829256,9815187bps,117,
53536.340,36.850,10.0.0.2,47854,honest,119,96,141.655,0.234,27,41162296,40950888,9731361bps,119,
53536.440,36.950,10.0.0.2,47854,honest,121,96,142.134,0.608,27,41282480,41068176,9861567bps,121,
53536.540,37.050,10.0.0.2,47854,honest,122,96,145.1,0.345,27,41404112,41189808,9739821bps,121,
53536.640,37.150,10.0.0.2,47854,honest,124,96,146.592,0.108,27,41525744,41307096,9798734bps,124,
53536.740,37.251,10.0.0.2,47854,honest,125,96,148.471,0.871,27,41647376,41427280,9752746bps,125,
53536.840,37.351,10.0.0.2,47854,honest,126,96,150.005,0.147,27,41770456,41548912,9730236bps,126,
53536.941,37.451,10.0.0.2,47854,honest,128,96,151.762,0.588,27,41892088,41669096,9770246bps,127,
53537.041,37.551,10.0.0.2,47854,honest,129,96,153.47,0.718,27,42012272,41786384,9736991bps,129,
53537.141,37.651,10.0.0.2,47854,honest,130,96,153.935,0.201,27,42132456,41906568,9782830bps,129,
53537.241,37.751,10.0.0.2,47854,honest,130,96,156.272,0.126,27,42254088,42026752,9636531bps,130,
53537.341,37.851,10.0.0.2,47854,honest,131,96,156.457,0.391,27,42375720,42146936,9699176bps,131,
53537.441,37.951,10.0.0.2,47854,honest,132,96,158.597,0.311,27,42495904,42265672,9641343bps,132,
53537.541,38.052,10.0.0.2,47854,honest,133,96,158.688,0.019,27,42617536,42385856,9708812bps,133,
53537.641,38.152,10.0.0.2,47854,honest,133,96,158.736,0.116,27,42736272,42504592,9705876bps,133,
53537.742,38.252,10.0.0.2,47854,honest,134,96,161.065,0.043,27,42859352,42626224,9637451bps,134,
53537.842,38.352,10.0.0.2,47854,honest,135,96,161.138,0.08,27,42979536,42744960,9704973bps,135,
53537.942,38.452,10.0.0.2,47854,honest,118,94,161.656,0.624,28,43075104,42782608,8455684bps,174,
53538.042,38.552,10.0.0.2,47854,honest,94,94,161.059,0.676,29,43161984,42924512,6760852bps,135,
53538.142,38.652,10.0.0.2,47854,honest,94,94,123.489,4.18,29,43279272,43102616,8817757bps,93,
53538.242,38.753,10.0.0.2,47854,honest,96,94,113.462,0.249,29,43403800,43222800,9801202bps,96,
53538.342,38.853,10.0.0.2,47854,honest,98,94,115.366,1.174,29,43525432,43342984,9840265bps,97,
53538.443,38.953,10.0.0.2,47854,honest,99,94,117.311,0.465,29,43648512,43463168,9775861bps,99,
53538.543,39.053,10.0.0.2,47854,honest,101,94,119.616,0.83,29,43770144,43581904,9781166bps,101,
53538.643,39.153,10.0.0.2,47854,honest,102,94,120.818,0.141,29,43891776,43702088,9779735bps,102,
53538.743,39.253,10.0.0.2,47854,honest,103,94,122.342,0.068,29,44010512,43820824,9752595bps,102,
53538.843,39.353,10.0.0.2,47854,honest,104,94,124.137,0.716,29,44135040,43943904,9704891bps,103,
53538.943,39.453,10.0.0.2,47854,honest,105,94,125.68,0.57,29,44256672,44062640,9677912bps,105,
53539.043,39.554,10.0.0.2,47854,honest,106,94,127.052,0.647,29,44375408,44179928,9664578bps,106,
53539.143,39.654,10.0.0.2,47854,honest,107,94,127.119,0.047,29,44495592,44300112,9750612bps,106,
53539.244,39.754,10.0.0.2,47854,honest,107,94,128.434,0.08,29,44618672,44421744,9650778bps,107,
53539.344,39.854,10.0.0.2,47854,honest,108,94,129.595,0.042,29,44738856,44540480,9653706bps,108,
53539.444,39.954,10.0.0.2,47854,honest,109,94,130.581,0.613,29,44859040,44659216,9669523bps,109,
53539.544,40.054,10.0.0.2,47854,honest,110,94,130.768,0.03,29,44979224,44779400,9744280bps,109,
53539.644,40.154,10.0.0.2,47854,honest,111,94,132.027,0.109,29,45100856,44899584,9739099bps,110,
53539.744,40.255,10.0.0.2,47854,honest,111,94,133.188,0.104,29,45222488,45019768,9654203bps,111,
53539.844,40.355,10.0.0.2,47854,honest,112,94,134.071,0.858,29,45344120,45139952,9677022bps,112,
53539.945,40.455,10.0.0.2,47854,honest,112,94,134.586,0.046,29,45464304,45260136,9639992bps,112,
53540.045,40.555,10.0.0.2,47854,honest,113,94,135.851,0.185,29,45584488,45378872,9635498bps,113,
53540.145,40.655,10.0.0.2,47854,honest,113,94,135.533,0.12,29,45704672,45499056,9658105bps,113,
53540.245,40.755,10.0.0.2,47854,honest,113,94,136.833,0.036,29,45823408,45617792,9566347bps,113,
53540.345,40.855,10.0.0.2,47854,honest,113,94,136.142,0.385,29,45942144,45736528,9614902bps,113,
53540.445,40.955,10.0.0.2,47854,honest,114,94,136.952,0.279,29,46063776,45856712,9642619bps,114,
53540.545,41.056,10.0.0.2,47854,honest,114,94,137.848,0.424,29,46183960,45976896,9579943bps,114,
53540.645,41.156,10.0.0.2,47854,honest,114,94,138.068,0.029,29,46302696,46097080,9564678bps,113,
53540.745,41.256,10.0.0.2,47854,honest,114,94,138.063,0.436,29,46422880,46215816,9565025bps,114,
53540.846,41.356,10.0.0.2,47854,honest,114,94,137.12,0.309,29,46540168,46334552,9630805bps,113,
53540.946,41.456,10.0.0.2,47854,honest,114,94,137.299,0.239,29,46663248,46456184,9618249bps,114,
53541.046,41.556,10.0.0.2,47854,honest,114,94,138.118,0.402,29,46783432,46576368,9561216bps,114,
53541.146,41.656,10.0.0.2,47854,honest,114,94,137.83,0.375,29,46900720,46695104,9581194bps,113,
53541.246,41.756,10.0.0.2,47854,honest,114,94,138.123,0.178,29,47020904,46813840,9560870bps,114,
53541.346,41.857,10.0.0.2,47854,honest,114,94,137.852,0.347,29,47141088,46935472,9579665bps,113,
53541.446,41.957,10.0.0.2,47854,honest,114,94,137.1,0.267,29,47259824,47054208,9632210bps,113,
53541.546,42.057,10.0.0.2,47854,honest,114,94,138.198,0.153,29,47381456,47174392,9555681bps,114,
53541.647,42.157,10.0.0.2,47854,honest,114,94,137.367,0.374,29,47501640,47294576,9613488bps,114,
53541.747,42.257,10.0.0.2,47854,honest,114,94,137.934,0.14,29,47620376,47413312,9573970bps,114,
53541.847,42.357,10.0.0.2,47854,honest,114,94,138.063,0.29,29,47739112,47532048,9565025bps,114,
53541.947,42.457,10.0.0.2,47854,honest,114,94,137.513,0.595,29,47857848,47652232,9603281bps,113,
53542.047,42.557,10.0.0.2,47854,honest,114,94,138.112,0.11,29,47979480,47772416,9561631bps,114,
53542.147,42.657,10.0.0.2,47854,honest,114,94,137.529,0.581,29,48099664,47892600,9602164bps,114,
53542.247,42.758,10.0.0.2,47854,honest,114,94,137.442,0.255,29,48218400,48011336,9608242bps,114,
53542.347,42.858,10.0.0.2,47854,honest,114,94,138.066,0.087,29,48340032,48132968,9564817bps,114,
53542.448,42.958,10.0.0.2,47854,honest,114,94,137.722,0.499,29,48455872,48250256,9588708bps,113,
53542.548,43.058,10.0.0.2,47854,honest,114,94,138.168,0.194,29,48578952,48371888,9557756bps,114,
53542.648,43.158,10.0.0.2,47854,honest,114,94,137.816,0.521,29,48696240,48490624,9582168bps,113,
53542.748,43.258,10.0.0.2,47854,honest,114,94,137.209,0.295,29,48816424,48609360,9624558bps,114,
53542.848,43.358,10.0.0.2,47854,honest,114,94,138.177,0.253,29,48936608,48729544,9557133bps,114,
53542.948,43.459,10.0.0.2,47854,honest,114,94,137.615,0.4,29,49056792,48849728,9596163bps,114,
53543.048,43.559,10.0.0.2,47854,honest,114,94,138.123,0.153,29,49176976,48969912,9560870bps,114,
53543.149,43.659,10.0.0.2,47854,honest,115,94,138.028,0.467,29,49298608,49090096,9651375bps,115,
53543.249,43.759,10.0.0.2,47854,honest,115,94,139.145,0.801,29,49418792,49210280,9573898bps,115,
53543.349,43.859,10.0.0.2,47854,honest,115,94,139.123,0.204,29,49537528,49329016,9575412bps,115,
53543.449,43.959,10.0.0.2,47854,honest,116,94,138.649,0.406,29,49657712,49447752,9691696bps,116,
53543.549,44.059,10.0.0.2,47854,honest,116,94,139.489,0.626,29,49779344,49569384,9633333bps,116,
53543.649,44.159,10.0.0.2,47854,honest,116,94,140.55,0.195,29,49898080,49688120,9560612bps,116,
53543.749,44.260,10.0.0.2,47854,honest,117,94,139.939,0.222,29,50016816,49806856,9685134bps,116,
53543.850,44.360,10.0.0.2,47854,honest,117,94,141.641,0.196,29,50138448,49927040,9568755bps,117,
53543.950,44.460,10.0.0.2,47854,honest,118,94,141.48,0.377,29,50257184,50045776,9661521bps,117,
53544.050,44.560,10.0.0.2,47854,honest,119,94,142.082,0.384,29,50381712,50167408,9702116bps,119,
53544.150,44.660,10.0.0.2,47854,honest,119,94,143.009,0.201,29,50500448,50286144,9639226bps,119,
53544.250,44.760,10.0.0.2,47854,honest,120,94,144.152,0.139,29,50620632,50404880,9643154bps,120,
53544.350,44.860,10.0.0.2,47854,honest,121,94,144.299,1.209,29,50742264,50525064,9713609bps,121,
53544.450,44.961,10.0.0.2,47854,honest,121,94,145.128,0.378,29,50863896,50646696,9658122bps,121,
53544.550,45.061,10.0.0.2,47854,honest,122,94,146.52,0.035,29,50982632,50765432,9645427bps,121,
53544.651,45.161,10.0.0.2,47854,honest,123,94,146.534,0.044,29,51104264,50884168,9723559bps,123,
53544.751,45.261,10.0.0.2,47854,honest,124,94,147.36,0.209,29,51224448,51002904,9747666bps,124,
53544.851,45.361,10.0.0.2,47854,honest,125,94,148.945,0.14,29,51347528,51124536,9721709bps,125,
53544.951,45.461,10.0.0.2,47854,honest,126,94,149.28,0.527,29,51467712,51244720,9777492bps,125,
53545.051,45.561,10.0.0.2,47854,honest,127,94,151.414,0.069,29,51589344,51363456,9716195bps,127,
53545.151,45.661,10.0.0.2,47854,honest,128,94,151.882,0.582,29,51708080,51482192,9762526bps,127,
53545.251,45.762,10.0.0.2,47854,honest,130,94,153.825,0.052,29,51832608,51603824,9789826bps,129,
53545.351,45.862,10.0.0.2,47854,honest,131,94,156.093,0.316,29,51954240,51722560,9721794bps,131,
53545.452,45.962,10.0.0.2,47854,honest,133,94,156.673,0.61,29,52078768,51844192,9833679bps,133,
53545.552,46.062,10.0.0.2,47854,honest,134,94,159.078,0.639,29,52196056,51961480,9757829bps,133,
53545.652,46.162,10.0.0.2,47854,honest,136,94,160.844,0.374,29,52320584,52083112,9794733bps,135,
53545.752,46.262,10.0.0.2,47854,honest,130,95,161.476,0.637,30,52432080,52165648,9325968bps,154,
53545.852,46.362,10.0.0.2,47854,honest,102,95,160.439,0.481,32,52514616,52165648,7364593bps,209,
53545.952,46.463,10.0.0.2,47854,honest,95,95,136.568,3.361,33,52626112,52291624,8058110bps,198,
53546.052,46.563,10.0.0.2,47854,honest,97,95,115.32,0.515,33,52749192,52560952,9743739bps,97,
53546.153,46.663,10.0.0.2,47854,honest,99,95,115.91,0.653,33,52872272,52681136,9894021bps,99,
53546.253,46.763,10.0.0.2,47854,honest,102,95,118.562,0.238,33,52995352,52799872,9965824bps,102,
53546.353,46.863,10.0.0.2,47854,honest,104,95,121.058,0.075,33,53116984,52918608,9951726bps,104,
53546.453,46.963,10.0.0.2,47854,honest,107,95,124.871,1.294,33,53241512,53040240,9926148bps,106,
53546.553,47.063,10.0.0.2,47854,honest,109,95,127.138,0.046,33,53363144,53158976,9931382bps,108,
53546.653,47.163,10.0.0.2,47854,honest,111,95,130.675,0.373,33,53486224,53277712,9839862bps,111,
53546.753,47.264,10.0.0.2,47854,honest,113,95,132.871,0.649,33,53609304,53397896,9851600bps,113,
53546.853,47.364,10.0.0.2,47854,honest,115,95,135.081,0.688,33,53733832,53519528,9861935bps,115,
53546.954,47.464,10.0.0.2,47854,honest,116,95,136.641,1.234,33,53852568,53638264,9834120bps,115,
53547.054,47.564,10.0.0.2,47854,honest,117,95,139.329,0.153,33,53974200,53758448,9727537bps,116,
53547.154,47.664,10.0.0.2,47854,honest,119,95,141.312,1.134,33,54098728,53878632,9754982bps,119,
53547.254,47.764,10.0.0.2,47854,honest,120,95,142.645,0.15,33,54218912,53997368,9745031bps,120,
53547.354,47.864,10.0.0.2,47854,honest,122,95,144.761,1.077,33,54343440,54119000,9762629bps,122,
53547.454,47.964,10.0.0.2,47854,honest,123,95,146.636,0.314,33,54463624,54237736,9716795bps,123,
53547.554,48.065,10.0.0.2,47854,honest,125,95,148.074,0.813,33,54583808,54355024,9778894bps,125,
53547.654,48.165,10.0.0.2,47854,honest,126,95,148.983,0.037,33,54705440,54476656,9796984bps,125,
53547.755,48.265,10.0.0.2,47854,honest,127,95,151.411,0.126,33,54827072,54596840,9716388bps,126,
53547.855,48.365,10.0.0.2,47854,honest,128,95,152.384,1.133,33,54950152,54717024,9730365bps,128,
53547.955,48.465,10.0.0.2,47854,honest,129,95,153.23,1.05,33,55068888,54834312,9752242bps,129,
53548.055,48.565,10.0.0.2,47854,honest,130,95,154.955,0.706,33,55190520,54955944,9718434bps,129,
53548.155,48.665,10.0.0.2,47854,honest,131,95,156.241,0.038,33,55312152,55074680,9712585bps,131,
53548.255,48.765,10.0.0.2,47854,honest,131,95,156.395,0.265,33,55430888,55193416,9703021bps,131,
53548.355,48.866,10.0.0.2,47854,honest,132,95,158.7,0.055,33,55552520,55315048,9635085bps,131,
53548.455,48.966,10.0.0.2,47854,honest,133,95,158.787,0.168,33,55674152,55433784,9702759bps,133,
53548.556,49.066,10.0.0.2,47854,honest,133,95,158.957,0.496,33,55794336,55553968,9692382bps,133,
53548.656,49.166,10.0.0.2,47854,honest,134,95,160.942,0.216,33,55913072,55672704,9644816bps,133,
53548.756,49.266,10.0.0.2,47854,honest,134,95,161.085,0.049,33,56036152,55794336,9636254bps,134,
53548.856,49.366,10.0.0.2,47854,honest,114,94,161.459,0.646,34,56125928,55813160,8179018bps,182,
53548.956,49.466,10.0.0.2,47854,honest,93,94,156.842,1.386,35,56217152,56010088,6868772bps,108,
53549.056,49.566,10.0.0.2,47854,honest,94,94,115.572,3.05,35,56337336,56150544,9421798bps,94,
53549.156,49.667,10.0.0.2,47854,honest,96,94,112.742,0.025,35,56461864,56272176,9863795bps,96,
53549.256,49.767,10.0.0.2,47854,honest,97,94,115.003,0.189,35,56583496,56392360,9770597bps,97,
53549.357,49.867,10.0.0.2,47854,honest,99,94,117.411,0.173,35,56706576,56512544,9767535bps,99,
53549.457,49.967,10.0.0.2,47854,honest,101,94,119.567,0.851,35,56826760,56629832,9785175bps,101,
53549.557,50.067,10.0.0.2,47854,honest,102,94,120.641,0.58,35,56948392,56751464,9794083bps,101,
53549.657,50.167,10.0.0.2,47854,honest,103,94,122.307,0.025,35,57068576,56870200,9755386bps,102,
53549.757,50.267,10.0.0.2,47854,honest,104,94,123.546,0.049,35,57190208,56988936,9751315bps,104,
53549.857,50.368,10.0.0.2,47854,honest,105,94,124.973,1.263,35,57311840,57109120,9732662bps,105,
53549.957,50.468,10.0.0.2,47854,honest,106,94,125.726,0.354,35,57430576,57227856,9766508bps,105,
53550.058,50.568,10.0.0.2,47854,honest,107,94,127.607,0.634,35,57553656,57349488,9713323bps,106,
53550.158,50.668,10.0.0.2,47854,honest,107,94,128.366,0.045,35,57673840,57468224,9655890bps,107,
53550.258,50.768,10.0.0.2,47854,honest,108,94,129.762,0.296,35,57795472,57588408,9641282bps,108,
53550.358,50.868,10.0.0.2,47854,honest,109,94,130.707,0.31,35,57917104,57708592,9660202bps,109,
53550.458,50.968,10.0.0.2,47854,honest,110,94,130.807,0.019,35,58037288,57828776,9741375bps,109,
53550.558,51.068,10.0.0.2,47854,honest,110,94,132.083,0.041,35,58156024,57946064,9647267bps,110,
53550.658,51.169,10.0.0.2,47854,honest,111,94,133.197,0.05,35,58277656,58066248,9653551bps,111,
53550.758,51.269,10.0.0.2,47854,honest,112,94,134.275,0.72,35,58399288,58186432,9662320bps,112,
53550.859,51.369,10.0.0.2,47854,honest,112,94,134.415,0.03,35,58519472,58306616,9652256bps,112,
53550.959,51.469,10.0.0.2,47854,honest,113,94,135.729,0.079,35,58639656,58425352,9644159bps,113,
53551.059,51.569,10.0.0.2,47854,honest,113,94,135.526,0.259,35,58759840,58545536,9658604bps,113,
53551.159,51.669,10.0.0.2,47854,honest,113,94,136.907,0.175,35,58880024,58665720,9561177bps,113,
53551.259,51.769,10.0.0.2,47854,honest,113,94,135.883,0.302,35,59000208,58785904,9633229bps,113,
53551.359,51.869,10.0.0.2,47854,honest,114,94,137.004,0.287,35,59120392,58904640,9638959bps,114,
53551.459,51.970,10.0.0.2,47854,honest,114,94,137.909,0.302,35,59242024,59026272,9575706bps,114,
53551.559,52.070,10.0.0.2,47854,honest,114,94,137.778,0.105,35,59360760,59145008,9584810bps,114,
53551.660,52.170,10.0.0.2,47854,honest,114,94,138.092,0.086,35,59480944,59265192,9563016bps,114,
53551.760,52.270,10.0.0.2,47854,honest,114,94,137.523,0.654,35,59598232,59383928,9602583bps,113,
53551.860,52.370,10.0.0.2,47854,honest,114,94,137.235,0.442,35,59716968,59502664,9622735bps,113,
53551.960,52.470,10.0.0.2,47854,honest,114,94,138.118,0.117,35,59838600,59622848,9561216bps,114,
53552.060,52.570,10.0.0.2,47854,honest,114,94,137.44,0.434,35,59958784,59743032,9608382bps,114,
53552.160,52.671,10.0.0.2,47854,honest,114,94,137.855,0.172,35,60077520,59861768,9579457bps,114,
53552.260,52.771,10.0.0.2,47854,honest,114,94,138,0.174,35,60199152,59983400,9569391bps,114,
53552.361,52.871,10.0.0.2,47854,honest,114,94,137.643,0.578,35,60317888,60103584,9594211bps,113,
53552.461,52.971,10.0.0.2,47854,honest,114,94,138.251,0.312,35,60438072,60222320,9552018bps,114,
53552.561,53.071,10.0.0.2,47854,honest,114,94,137.624,0.547,35,60556808,60341056,9595536bps,114,
53552.661,53.171,10.0.0.2,47854,honest,114,94,137.272,0.279,35,60678440,60462688,9620141bps,114,
53552.761,53.271,10.0.0.2,47854,honest,114,94,138.082,0.08,35,60797176,60581424,9563709bps,114,
53552.861,53.371,10.0.0.2,47854,honest,114,94,137.818,0.39,35,60915912,60701608,9582028bps,113,
53552.961,53.472,10.0.0.2,47854,honest,114,94,138.146,0.189,35,61036096,60820344,9559278bps,114,
53553.061,53.572,10.0.0.2,47854,honest,114,94,137.802,0.496,35,61153384,60939080,9583141bps,113,
53553.162,53.672,10.0.0.2,47854,honest,114,94,137.141,0.276,35,61275016,61060712,9629330bps,113,
53553.262,53.772,10.0.0.2,47854,honest,114,94,138.142,0.201,35,61396648,61180896,9559555bps,114,
53553.362,53.872,10.0.0.2,47854,honest,114,94,137.481,0.387,35,61513936,61298184,9605516bps,114,
53553.462,53.972,10.0.0.2,47854,honest,114,94,138.106,0.097,35,61634120,61418368,9562047bps,114,
53553.562,54.072,10.0.0.2,47854,honest,114,94,138.078,0.339,35,61754304,61538552,9563986bps,114,
53553.662,54.172,10.0.0.2,47854,honest,114,94,137.412,0.598,35,61873040,61658736,9610340bps,113,
53553.762,54.273,10.0.0.2,47854,honest,114,94,138.111,0.097,35,61994672,61778920,9561700bps,114,
53553.862,54.373,10.0.0.2,47854,honest,114,94,137.483,0.567,35,62114856,61899104,9605377bps,114,
53553.963,54.473,10.0.0.2,47854,honest,114,94,137.633,0.204,35,62233592,62017840,9594908bps,114,
53554.063,54.573,10.0.0.2,47854,honest,115,94,138.095,0.168,35,62353776,62136576,9646692bps,115,
53554.163,54.673,10.0.0.2,47854,honest,115,94,137.683,0.538,35,62473960,62256760,9675559bps,115,
53554.263,54.773,10.0.0.2,47854,honest,115,94,139.343,0.271,35,62594144,62376944,9560294bps,115,
53554.363,54.873,10.0.0.2,47854,honest,116,94,139.045,0.392,35,62714328,62497128,9664094bps,115,
53554.463,54.973,10.0.0.2,47854,honest,116,94,139.368,0.175,35,62835960,62617312,9641697bps,116,
53554.563,55.074,10.0.0.2,47854,honest,116,94,140.521,0.084,35,62956144,62737496,9562585bps,116,
53554.663,55.174,10.0.0.2,47854,honest,117,94,140.38,0.159,35,63076328,62856232,9654709bps,117,
53554.764,55.274,10.0.0.2,47854,honest,117,94,141.453,0.867,35,63193616,62973520,9581472bps,117,
53554.864,55.374,10.0.0.2,47854,honest,118,94,141.839,0.282,35,63315248,63093704,9637067bps,118,
53554.964,55.474,10.0.0.2,47854,honest,119,94,142.416,0.654,35,63436880,63213888,9679362bps,119,
53555.064,55.574,10.0.0.2,47854,honest,119,94,143.093,0.35,35,63558512,63335520,9633567bps,119,
53555.164,55.674,10.0.0.2,47854,honest,120,94,144.073,0.042,35,63678696,63454256,9648442bps,120,
53555.264,55.775,10.0.0.2,47854,honest,121,94,144.21,0.126,35,63797432,63572992,9719603bps,120,
53555.364,55.875,10.0.0.2,47854,honest,121,94,145.449,0.246,35,63919064,63693176,9636807bps,121,
53555.465,55.975,10.0.0.2,47854,honest,122,94,146.561,0.42,35,64040696,63813360,9642729bps,122,
53555.565,56.075,10.0.0.2,47854,honest,123,94,146.544,0.045,35,64162328,63933544,9722896bps,123,
53555.665,56.175,10.0.0.2,47854,honest,124,94,147.842,0.203,35,64283960,64053728,9715886bps,124,
53555.765,56.275,10.0.0.2,47854,honest,125,94,148.945,0.076,35,64402696,64171016,9721709bps,125,
53555.865,56.375,10.0.0.2,47854,honest,126,94,149.9,0.193,35,64525776,64292648,9737051bps,126,
53555.965,56.475,10.0.0.2,47854,honest,127,94,151.398,0.126,35,64645960,64411384,9717222bps,127,
53556.065,56.576,10.0.0.2,47854,honest,128,94,151.487,0.223,35,64766144,64531568,9787982bps,127,
53556.165,56.676,10.0.0.2,47854,honest,130,94,153.812,1.223,35,64887776,64650304,9790654bps,129,
53556.266,56.776,10.0.0.2,47854,honest,131,94,155.997,0.879,35,65010856,64770488,9727777bps,131,
53556.366,56.876,10.0.0.2,47854,honest,132,94,156.765,0.641,35,65131040,64890672,9754014bps,131,
53556.466,56.976,10.0.0.2,47854,honest,134,94,158.633,0.045,35,65252672,65009408,9785202bps,133,
53556.566,57.076,10.0.0.2,47854,honest,135,94,160.609,0.856,35,65375752,65129592,9736939bps,135,
53556.666,57.176,10.0.0.2,47854,honest,137,94,161.081,0.026,35,65500280,65251224,9852236bps,137,
53556.766,57.277,10.0.0.2,47854,honest,112,95,161.56,0.621,38,65587160,65258464,8030503bps,189,
53556.866,57.377,10.0.0.2,47854,honest,95,95,152.908,1.957,39,65682728,65327968,7197007bps,206,
53556.967,57.477,10.0.0.2,47854,honest,96,95,117.317,3.236,39,65802912,65608880,9479138bps,95,
53557.067,57.577,10.0.0.2,47854,honest,99,95,114.601,0.689,39,65928888,65729064,10007033bps,99,
53557.167,57.677,10.0.0.2,47854,honest,101,95,118.434,0.562,39,66051968,65849248,9878785bps,101,
53557.267,57.777,10.0.0.2,47854,honest,104,95,120.886,0.368,39,66173600,65967984,9965885bps,103,
53557.367,57.877,10.0.0.2,47854,honest,106,95,123.495,0.039,39,66296680,66086720,9942945bps,106,
53557.467,57.978,10.0.0.2,47854,honest,108,95,126.826,1.256,39,66421208,66208352,9864476bps,108,
53557.567,58.078,10.0.0.2,47854,honest,110,95,129.565,0.111,39,66542840,66327088,9834755bps,110,
53557.668,58.178,10.0.0.2,47854,honest,112,95,132.399,0.736,39,66664472,66445824,9799228bps,112,
53557.768,58.278,10.0.0.2,47854,honest,114,95,134.566,0.412,39,66787552,66567456,9813593bps,113,
53557.868,58.378,10.0.0.2,47854,honest,116,95,136.874,0.124,39,66910632,66686192,9817379bps,116,
53557.968,58.478,10.0.0.2,47854,honest,117,95,139.227,0.522,39,67030816,66804928,9734664bps,117,
53558.068,58.578,10.0.0.2,47854,honest,119,95,140.493,0.037,39,67153896,66925112,9811848bps,119,
53558.168,58.678,10.0.0.2,47854,honest,120,95,141.833,0.303,39,67274080,67043848,9800822bps,120,
53558.268,58.779,10.0.0.2,47854,honest,122,95,143.738,0.376,39,67397160,67165480,9832111bps,121,
53558.368,58.879,10.0.0.2,47854,honest,123,95,146.206,0.715,39,67518792,67284216,9745373bps,123,
53558.469,58.979,10.0.0.2,47854,honest,124,95,146.922,0.602,39,67638976,67404400,9776725bps,123,
53558.569,59.079,10.0.0.2,47854,honest,126,95,149.187,1.156,39,67763504,67526032,9783587bps,125,
53558.669,59.179,10.0.0.2,47854,honest,127,95,151.589,0.585,39,67883688,67643320,9704979bps,127,
53558.769,59.279,10.0.0.2,47854,honest,128,95,151.881,0.309,39,68003872,67763504,9762590bps,127,
53558.869,59.379,10.0.0.2,47854,honest,129,95,153.785,0.045,39,68125504,67882240,9717047bps,129,
53558.969,59.479,10.0.0.2,47854,honest,130,95,154.473,0.609,39,68248584,68003872,9748759bps,130,
53559.069,59.580,10.0.0.2,47854,honest,131,95,156.188,0.139,39,68367320,68121160,9715881bps,131,
53559.169,59.680,10.0.0.2,47854,honest,131,95,156.259,0.069,39,68488952,68242792,9711466bps,131,
53559.270,59.780,10.0.0.2,47854,honest,132,95,158.491,0.306,39,68607688,68361528,9647791bps,131,
